订单编号,客户ID,客户名称,客户编号,客户省份,销售代表ID,下单日期,预计送货日期,实际送货日期,产品ID,产品名称,数量, 单价 ,金额
SO50663,29957,天津29957自行车销售有限公司,10-4020-000024,天津,208,4/30/16,5/12/16,5/9/16,757,线缆锁,12,14.5,174
SO50663,29957,天津29957自行车销售有限公司,10-4020-000024,天津,208,4/30/16,5/12/16,5/6/16,758,运动头盔,40,20.1865,807.46
SO50663,29957,天津29957自行车销售有限公司,10-4020-000024,天津,208,4/30/16,5/12/16,5/9/16,759,长袖运动衫,26,28.8404,749.8504
SO50664,29714,浙江29714自行车销售有限公司,10-4020-000173,浙江,204,4/30/16,5/12/16,5/13/16,709,公路自行车,53,1466.01,77698.53
SO50664,29714,浙江29714自行车销售有限公司,10-4020-000173,浙江,204,4/30/16,5/12/16,5/9/16,711,公路自行车车架,9,324.4527,2920.0743
SO50664,29714,浙江29714自行车销售有限公司,10-4020-000173,浙江,204,4/30/16,5/12/16,5/12/16,713,公路自行车后轮,2,67.539,135.078
SO50664,29714,浙江29714自行车销售有限公司,10-4020-000173,浙江,204,4/30/16,5/12/16,5/10/16,715,公路自行车前轮,5,198.036,990.18
SO50664,29714,浙江29714自行车销售有限公司,10-4020-000173,浙江,204,4/30/16,5/12/16,5/3/16,731,帽子,8,5.1865,41.492
SO50664,29714,浙江29714自行车销售有限公司,10-4020-000173,浙江,204,4/30/16,5/12/16,5/14/16,732,迷你气筒,3,11.994,35.982
SO50664,29714,浙江29714自行车销售有限公司,10-4020-000173,浙江,204,4/30/16,5/12/16,5/10/16,733,男士背带短裤,2,53.994,107.988
SO50664,29714,浙江29714自行车销售有限公司,10-4020-000173,浙江,204,4/30/16,5/12/16,5/12/16,734,男士运动短裤,2,35.994,71.988
SO50664,29714,浙江29714自行车销售有限公司,10-4020-000173,浙江,204,4/30/16,5/12/16,5/5/16,735,女士紧身衣,8,44.994,359.952
SO50664,29714,浙江29714自行车销售有限公司,10-4020-000173,浙江,204,4/30/16,5/12/16,5/13/16,756,夏用手套,4,14.1289,56.5156
SO50664,29714,浙江29714自行车销售有限公司,10-4020-000173,浙江,204,4/30/16,5/12/16,5/11/16,757,线缆锁,2,15,30
SO50664,29714,浙江29714自行车销售有限公司,10-4020-000173,浙江,204,4/30/16,5/12/16,5/7/16,758,运动头盔,14,20.1865,282.611
SO50664,29714,浙江29714自行车销售有限公司,10-4020-000173,浙江,204,4/30/16,5/12/16,5/12/16,759,长袖运动衫,6,28.8404,173.0424
SO50665,29927,海南29927自行车销售有限公司,10-4020-000067,海南,209,4/30/16,5/12/16,5/5/16,710,公路自行车车把,1,65.6018,65.6018
SO50665,29927,海南29927自行车销售有限公司,10-4020-000067,海南,209,4/30/16,5/12/16,5/15/16,715,公路自行车前轮,1,149.031,149.031
SO50666,29971,西藏29971自行车销售有限公司,10-4020-000637,西藏,213,4/30/16,5/12/16,5/12/16,733,男士背带短裤,1,53.994,53.994
SO50666,29971,西藏29971自行车销售有限公司,10-4020-000637,西藏,213,4/30/16,5/12/16,5/7/16,758,运动头盔,2,20.1865,40.373
SO50667,29803,黑龙江29803自行车销售有限公司,10-4020-000047,黑龙江,207,4/30/16,5/12/16,5/12/16,705,冬用手套,16,22.794,364.704
SO50667,29803,黑龙江29803自行车销售有限公司,10-4020-000047,黑龙江,207,4/30/16,5/12/16,5/5/16,743,山地自行车,9,1242.8518,11185.6662
SO50668,29722,四川29722自行车销售有限公司,10-4020-000678,四川,214,4/30/16,5/12/16,5/7/16,705,冬用手套,25,22.0342,550.855
SO50668,29722,四川29722自行车销售有限公司,10-4020-000678,四川,214,4/30/16,5/12/16,5/8/16,708,耳机,11,74.838,823.218
SO50668,29722,四川29722自行车销售有限公司,10-4020-000678,四川,214,4/30/16,5/12/16,5/9/16,731,帽子,10,5.1865,51.865
SO50668,29722,四川29722自行车销售有限公司,10-4020-000678,四川,214,4/30/16,5/12/16,5/6/16,733,男士背带短裤,13,53.994,701.922
SO50668,29722,四川29722自行车销售有限公司,10-4020-000678,四川,214,4/30/16,5/12/16,5/11/16,734,男士运动短裤,14,35.994,503.916
SO50668,29722,四川29722自行车销售有限公司,10-4020-000678,四川,214,4/30/16,5/12/16,5/3/16,735,女士紧身衣,30,44.994,1349.82
SO50668,29722,四川29722自行车销售有限公司,10-4020-000678,四川,214,4/30/16,5/12/16,5/14/16,740,前叉,5,137.694,688.47
SO50668,29722,四川29722自行车销售有限公司,10-4020-000678,四川,214,4/30/16,5/12/16,5/13/16,743,山地自行车,40,1242.8518,49714.072
SO50668,29722,四川29722自行车销售有限公司,10-4020-000678,四川,214,4/30/16,5/12/16,5/8/16,744,山地自行车车把,6,33.7745,202.647
SO50668,29722,四川29722自行车销售有限公司,10-4020-000678,四川,214,4/30/16,5/12/16,5/4/16,745,山地自行车车架,20,744.2727,14885.454
SO50668,29722,四川29722自行车销售有限公司,10-4020-000678,四川,214,4/30/16,5/12/16,5/5/16,748,山地自行车后轮,18,196.329,3533.922
SO50668,29722,四川29722自行车销售有限公司,10-4020-000678,四川,214,4/30/16,5/12/16,5/8/16,750,山地自行车前轮,6,36.447,218.682
SO50668,29722,四川29722自行车销售有限公司,10-4020-000678,四川,214,4/30/16,5/12/16,5/6/16,756,夏用手套,14,14.1289,197.8046
SO50668,29722,四川29722自行车销售有限公司,10-4020-000678,四川,214,4/30/16,5/12/16,5/11/16,757,线缆锁,3,15,45
SO50668,29722,四川29722自行车销售有限公司,10-4020-000678,四川,214,4/30/16,5/12/16,5/1/16,758,运动头盔,18,20.1865,363.357
SO50668,29722,四川29722自行车销售有限公司,10-4020-000678,四川,214,4/30/16,5/12/16,5/13/16,759,长袖运动衫,16,28.8404,461.4464
SO50669,29709,山东29709自行车销售有限公司,10-4020-000692,山东,206,4/30/16,5/12/16,5/7/16,709,公路自行车,7,469.794,3288.558
SO50669,29709,山东29709自行车销售有限公司,10-4020-000692,山东,206,4/30/16,5/12/16,5/5/16,713,公路自行车后轮,1,67.539,67.539
SO50669,29709,山东29709自行车销售有限公司,10-4020-000692,山东,206,4/30/16,5/12/16,5/2/16,731,帽子,1,5.1865,5.1865
SO50669,29709,山东29709自行车销售有限公司,10-4020-000692,山东,206,4/30/16,5/12/16,5/10/16,735,女士紧身衣,7,44.994,314.958
SO50669,29709,山东29709自行车销售有限公司,10-4020-000692,山东,206,4/30/16,5/12/16,5/4/16,759,长袖运动衫,2,28.8404,57.6808
SO50670,29508,江苏29508自行车销售有限公司,10-4020-000561,江苏,201,4/30/16,5/12/16,5/7/16,709,公路自行车,1,469.794,469.794
SO50670,29508,江苏29508自行车销售有限公司,10-4020-000561,江苏,201,4/30/16,5/12/16,5/3/16,733,男士背带短裤,1,53.994,53.994
SO50671,30105,北京30105自行车销售有限公司,10-4020-000644,北京,205,4/30/16,5/12/16,5/5/16,709,公路自行车,20,1466.01,29320.2
SO50671,30105,北京30105自行车销售有限公司,10-4020-000644,北京,205,4/30/16,5/12/16,5/14/16,710,公路自行车车把,2,65.6018,131.2036
SO50671,30105,北京30105自行车销售有限公司,10-4020-000644,北京,205,4/30/16,5/12/16,5/9/16,711,公路自行车车架,9,780.8182,7027.3638
SO50671,30105,北京30105自行车销售有限公司,10-4020-000644,北京,205,4/30/16,5/12/16,5/5/16,715,公路自行车前轮,1,149.031,149.031
SO50672,29998,江苏29998自行车销售有限公司,10-4020-000239,江苏,201,4/30/16,5/12/16,5/12/16,709,公路自行车,92,1466.01,134872.92
SO50672,29998,江苏29998自行车销售有限公司,10-4020-000239,江苏,201,4/30/16,5/12/16,5/11/16,710,公路自行车车把,6,65.6018,393.6108
SO50672,29998,江苏29998自行车销售有限公司,10-4020-000239,江苏,201,4/30/16,5/12/16,5/8/16,711,公路自行车车架,33,780.8182,25767.0006
SO50672,29998,江苏29998自行车销售有限公司,10-4020-000239,江苏,201,4/30/16,5/12/16,5/7/16,713,公路自行车后轮,8,67.539,540.312
SO50672,29998,江苏29998自行车销售有限公司,10-4020-000239,江苏,201,4/30/16,5/12/16,5/4/16,715,公路自行车前轮,8,198.036,1584.288
SO50672,29998,江苏29998自行车销售有限公司,10-4020-000239,江苏,201,4/30/16,5/12/16,5/10/16,731,帽子,6,5.1865,31.119
SO50672,29998,江苏29998自行车销售有限公司,10-4020-000239,江苏,201,4/30/16,5/12/16,5/13/16,732,迷你气筒,2,11.994,23.988
SO50672,29998,江苏29998自行车销售有限公司,10-4020-000239,江苏,201,4/30/16,5/12/16,5/15/16,733,男士背带短裤,12,53.994,647.928
SO50672,29998,江苏29998自行车销售有限公司,10-4020-000239,江苏,201,4/30/16,5/12/16,5/11/16,734,男士运动短裤,15,35.994,539.91
SO50672,29998,江苏29998自行车销售有限公司,10-4020-000239,江苏,201,4/30/16,5/12/16,5/14/16,735,女士紧身衣,22,44.994,989.868
SO50672,29998,江苏29998自行车销售有限公司,10-4020-000239,江苏,201,4/30/16,5/12/16,5/13/16,756,夏用手套,11,14.1289,155.4179
SO50672,29998,江苏29998自行车销售有限公司,10-4020-000239,江苏,201,4/30/16,5/12/16,5/7/16,758,运动头盔,23,20.1865,464.2895
SO50672,29998,江苏29998自行车销售有限公司,10-4020-000239,江苏,201,4/30/16,5/12/16,5/2/16,759,长袖运动衫,17,28.8404,490.2868
SO50673,30043,内蒙古30043自行车销售有限公司,10-4020-000481,内蒙古,208,4/30/16,5/12/16,5/13/16,709,公路自行车,48,1466.01,70368.48
SO50673,30043,内蒙古30043自行车销售有限公司,10-4020-000481,内蒙古,208,4/30/16,5/12/16,5/13/16,710,公路自行车车把,1,65.6018,65.6018
SO50673,30043,内蒙古30043自行车销售有限公司,10-4020-000481,内蒙古,208,4/30/16,5/12/16,5/8/16,711,公路自行车车架,17,780.8182,13273.9094
SO50673,30043,内蒙古30043自行车销售有限公司,10-4020-000481,内蒙古,208,4/30/16,5/12/16,5/2/16,715,公路自行车前轮,11,198.036,2178.396
SO50673,30043,内蒙古30043自行车销售有限公司,10-4020-000481,内蒙古,208,4/30/16,5/12/16,5/10/16,734,男士运动短裤,1,35.994,35.994
SO50674,29576,海南29576自行车销售有限公司,10-4020-000424,海南,209,4/30/16,5/12/16,5/4/16,745,山地自行车车架,1,209.256,209.256
SO50674,29576,海南29576自行车销售有限公司,10-4020-000424,海南,209,4/30/16,5/12/16,5/1/16,759,长袖运动衫,4,28.8404,115.3616
SO50675,30118,海南30118自行车销售有限公司,10-4020-000327,海南,209,4/30/16,5/12/16,5/8/16,705,冬用手套,8,22.794,182.352
SO50675,30118,海南30118自行车销售有限公司,10-4020-000327,海南,209,4/30/16,5/12/16,5/10/16,731,帽子,4,5.1865,20.746
SO50675,30118,海南30118自行车销售有限公司,10-4020-000327,海南,209,4/30/16,5/12/16,5/6/16,732,迷你气筒,3,11.994,35.982
SO50675,30118,海南30118自行车销售有限公司,10-4020-000327,海南,209,4/30/16,5/12/16,5/6/16,733,男士背带短裤,7,53.994,377.958
SO50675,30118,海南30118自行车销售有限公司,10-4020-000327,海南,209,4/30/16,5/12/16,5/4/16,734,男士运动短裤,4,35.994,143.976
SO50675,30118,海南30118自行车销售有限公司,10-4020-000327,海南,209,4/30/16,5/12/16,5/2/16,735,女士紧身衣,9,44.994,404.946
SO50675,30118,海南30118自行车销售有限公司,10-4020-000327,海南,209,4/30/16,5/12/16,5/6/16,743,山地自行车,30,1242.8518,37285.554
SO50675,30118,海南30118自行车销售有限公司,10-4020-000327,海南,209,4/30/16,5/12/16,5/8/16,744,山地自行车车把,6,65.6018,393.6108
SO50675,30118,海南30118自行车销售有限公司,10-4020-000327,海南,209,4/30/16,5/12/16,5/2/16,745,山地自行车车架,11,744.2727,8186.9997
SO50675,30118,海南30118自行车销售有限公司,10-4020-000327,海南,209,4/30/16,5/12/16,5/2/16,748,山地自行车后轮,5,196.329,981.645
SO50675,30118,海南30118自行车销售有限公司,10-4020-000327,海南,209,4/30/16,5/12/16,5/2/16,750,山地自行车前轮,3,125.415,376.245
SO50675,30118,海南30118自行车销售有限公司,10-4020-000327,海南,209,4/30/16,5/12/16,5/14/16,756,夏用手套,3,14.1289,42.3867
SO50675,30118,海南30118自行车销售有限公司,10-4020-000327,海南,209,4/30/16,5/12/16,5/5/16,757,线缆锁,3,15,45
SO50675,30118,海南30118自行车销售有限公司,10-4020-000327,海南,209,4/30/16,5/12/16,5/1/16,758,运动头盔,10,20.1865,201.865
SO50675,30118,海南30118自行车销售有限公司,10-4020-000327,海南,209,4/30/16,5/12/16,5/10/16,759,长袖运动衫,8,28.8404,230.7232
SO50676,29499,新疆29499自行车销售有限公司,10-4020-000497,新疆,213,4/30/16,5/12/16,5/9/16,705,冬用手套,19,22.794,433.086
SO50676,29499,新疆29499自行车销售有限公司,10-4020-000497,新疆,213,4/30/16,5/12/16,5/3/16,731,帽子,3,5.1865,15.5595
SO50676,29499,新疆29499自行车销售有限公司,10-4020-000497,新疆,213,4/30/16,5/12/16,5/8/16,733,男士背带短裤,6,53.994,323.964
SO50676,29499,新疆29499自行车销售有限公司,10-4020-000497,新疆,213,4/30/16,5/12/16,5/12/16,734,男士运动短裤,2,35.994,71.988
SO50676,29499,新疆29499自行车销售有限公司,10-4020-000497,新疆,213,4/30/16,5/12/16,5/7/16,735,女士紧身衣,9,44.994,404.946
SO50676,29499,新疆29499自行车销售有限公司,10-4020-000497,新疆,213,4/30/16,5/12/16,5/6/16,743,山地自行车,29,1242.8518,36042.7022
SO50676,29499,新疆29499自行车销售有限公司,10-4020-000497,新疆,213,4/30/16,5/12/16,5/6/16,744,山地自行车车把,4,65.6018,262.4072
SO50676,29499,新疆29499自行车销售有限公司,10-4020-000497,新疆,213,4/30/16,5/12/16,5/9/16,745,山地自行车车架,7,744.2727,5209.9089
SO50676,29499,新疆29499自行车销售有限公司,10-4020-000497,新疆,213,4/30/16,5/12/16,5/4/16,748,山地自行车后轮,6,196.329,1177.974
SO50676,29499,新疆29499自行车销售有限公司,10-4020-000497,新疆,213,4/30/16,5/12/16,5/14/16,750,山地自行车前轮,8,180.129,1441.032
SO50676,29499,新疆29499自行车销售有限公司,10-4020-000497,新疆,213,4/30/16,5/12/16,5/2/16,756,夏用手套,2,14.1289,28.2578
SO50676,29499,新疆29499自行车销售有限公司,10-4020-000497,新疆,213,4/30/16,5/12/16,5/12/16,757,线缆锁,4,15,60
SO50676,29499,新疆29499自行车销售有限公司,10-4020-000497,新疆,213,4/30/16,5/12/16,5/12/16,758,运动头盔,14,20.1865,282.611
SO50676,29499,新疆29499自行车销售有限公司,10-4020-000497,新疆,213,4/30/16,5/12/16,5/3/16,759,长袖运动衫,6,28.8404,173.0424
SO50677,30007,山东30007自行车销售有限公司,10-4020-000550,山东,206,4/30/16,5/12/16,5/1/16,709,公路自行车,4,469.794,1879.176
SO50677,30007,山东30007自行车销售有限公司,10-4020-000550,山东,206,4/30/16,5/12/16,5/13/16,731,帽子,6,5.1865,31.119
SO50678,29690,山东29690自行车销售有限公司,10-4020-000293,山东,206,4/30/16,5/12/16,5/12/16,705,冬用手套,12,22.794,273.528
SO50678,29690,山东29690自行车销售有限公司,10-4020-000293,山东,206,4/30/16,5/12/16,5/8/16,708,耳机,4,61.374,245.496
SO50678,29690,山东29690自行车销售有限公司,10-4020-000293,山东,206,4/30/16,5/12/16,5/12/16,740,前叉,4,137.694,550.776
SO50678,29690,山东29690自行车销售有限公司,10-4020-000293,山东,206,4/30/16,5/12/16,5/8/16,743,山地自行车,6,1242.8518,7457.1108
SO50678,29690,山东29690自行车销售有限公司,10-4020-000293,山东,206,4/30/16,5/12/16,5/5/16,745,山地自行车车架,17,744.2727,12652.6359
SO50678,29690,山东29690自行车销售有限公司,10-4020-000293,山东,206,4/30/16,5/12/16,5/2/16,748,山地自行车后轮,6,196.329,1177.974
SO50678,29690,山东29690自行车销售有限公司,10-4020-000293,山东,206,4/30/16,5/12/16,5/1/16,750,山地自行车前轮,2,36.447,72.894
SO50679,29644,安徽29644自行车销售有限公司,10-4020-000160,安徽,201,4/30/16,5/12/16,5/11/16,711,公路自行车车架,2,202.332,404.664
SO50680,29530,福建29530自行车销售有限公司,10-4020-000300,福建,211,4/30/16,5/12/16,5/8/16,711,公路自行车车架,8,324.4527,2595.6216
SO50681,30049,贵州30049自行车销售有限公司,10-4020-000499,贵州,214,4/30/16,5/12/16,5/1/16,709,公路自行车,48,1466.01,70368.48
SO50681,30049,贵州30049自行车销售有限公司,10-4020-000499,贵州,214,4/30/16,5/12/16,5/2/16,711,公路自行车车架,19,324.4527,6164.6013
SO50681,30049,贵州30049自行车销售有限公司,10-4020-000499,贵州,214,4/30/16,5/12/16,5/12/16,713,公路自行车后轮,1,67.539,67.539
SO50681,30049,贵州30049自行车销售有限公司,10-4020-000499,贵州,214,4/30/16,5/12/16,5/3/16,715,公路自行车前轮,4,198.036,792.144
SO50681,30049,贵州30049自行车销售有限公司,10-4020-000499,贵州,214,4/30/16,5/12/16,5/9/16,735,女士紧身衣,2,44.994,89.988
SO50682,29891,甘肃29891自行车销售有限公司,10-4020-000197,甘肃,213,4/30/16,5/12/16,5/8/16,705,冬用手套,17,22.794,387.498
SO50682,29891,甘肃29891自行车销售有限公司,10-4020-000197,甘肃,213,4/30/16,5/12/16,5/9/16,731,帽子,5,5.1865,25.9325
SO50682,29891,甘肃29891自行车销售有限公司,10-4020-000197,甘肃,213,4/30/16,5/12/16,5/3/16,733,男士背带短裤,4,53.994,215.976
SO50682,29891,甘肃29891自行车销售有限公司,10-4020-000197,甘肃,213,4/30/16,5/12/16,5/3/16,734,男士运动短裤,4,35.994,143.976
SO50682,29891,甘肃29891自行车销售有限公司,10-4020-000197,甘肃,213,4/30/16,5/12/16,5/2/16,735,女士紧身衣,7,44.994,314.958
SO50682,29891,甘肃29891自行车销售有限公司,10-4020-000197,甘肃,213,4/30/16,5/12/16,5/8/16,743,山地自行车,30,1242.8518,37285.554
SO50682,29891,甘肃29891自行车销售有限公司,10-4020-000197,甘肃,213,4/30/16,5/12/16,5/2/16,744,山地自行车车把,5,65.6018,328.009
SO50682,29891,甘肃29891自行车销售有限公司,10-4020-000197,甘肃,213,4/30/16,5/12/16,5/10/16,745,山地自行车车架,16,744.2727,11908.3632
SO50682,29891,甘肃29891自行车销售有限公司,10-4020-000197,甘肃,213,4/30/16,5/12/16,5/4/16,748,山地自行车后轮,2,141.615,283.23
SO50682,29891,甘肃29891自行车销售有限公司,10-4020-000197,甘肃,213,4/30/16,5/12/16,5/14/16,750,山地自行车前轮,2,125.415,250.83
SO50682,29891,甘肃29891自行车销售有限公司,10-4020-000197,甘肃,213,4/30/16,5/12/16,5/14/16,756,夏用手套,2,14.1289,28.2578
SO50682,29891,甘肃29891自行车销售有限公司,10-4020-000197,甘肃,213,4/30/16,5/12/16,5/14/16,758,运动头盔,12,20.1865,242.238
SO50682,29891,甘肃29891自行车销售有限公司,10-4020-000197,甘肃,213,4/30/16,5/12/16,5/12/16,759,长袖运动衫,7,28.8404,201.8828
SO50683,29701,北京29701自行车销售有限公司,10-4020-000072,北京,205,4/30/16,5/12/16,5/2/16,709,公路自行车,109,1466.01,159795.09
SO50683,29701,北京29701自行车销售有限公司,10-4020-000072,北京,205,4/30/16,5/12/16,5/6/16,710,公路自行车车把,1,65.6018,65.6018
SO50683,29701,北京29701自行车销售有限公司,10-4020-000072,北京,205,4/30/16,5/12/16,5/8/16,711,公路自行车车架,67,780.8182,52314.8194
SO50683,29701,北京29701自行车销售有限公司,10-4020-000072,北京,205,4/30/16,5/12/16,5/11/16,713,公路自行车后轮,4,67.539,270.156
SO50683,29701,北京29701自行车销售有限公司,10-4020-000072,北京,205,4/30/16,5/12/16,5/4/16,715,公路自行车前轮,8,198.036,1584.288
SO50683,29701,北京29701自行车销售有限公司,10-4020-000072,北京,205,4/30/16,5/12/16,5/13/16,731,帽子,12,5.0136,60.1632
SO50683,29701,北京29701自行车销售有限公司,10-4020-000072,北京,205,4/30/16,5/12/16,5/3/16,732,迷你气筒,3,11.994,35.982
SO50683,29701,北京29701自行车销售有限公司,10-4020-000072,北京,205,4/30/16,5/12/16,5/10/16,733,男士背带短裤,11,53.994,593.934
SO50683,29701,北京29701自行车销售有限公司,10-4020-000072,北京,205,4/30/16,5/12/16,5/13/16,734,男士运动短裤,9,35.994,323.946
SO50683,29701,北京29701自行车销售有限公司,10-4020-000072,北京,205,4/30/16,5/12/16,5/14/16,735,女士紧身衣,18,44.994,809.892
SO50683,29701,北京29701自行车销售有限公司,10-4020-000072,北京,205,4/30/16,5/12/16,5/3/16,756,夏用手套,10,14.1289,141.289
SO50683,29701,北京29701自行车销售有限公司,10-4020-000072,北京,205,4/30/16,5/12/16,5/6/16,757,线缆锁,4,15,60
SO50683,29701,北京29701自行车销售有限公司,10-4020-000072,北京,205,4/30/16,5/12/16,5/2/16,758,运动头盔,12,20.1865,242.238
SO50683,29701,北京29701自行车销售有限公司,10-4020-000072,北京,205,4/30/16,5/12/16,5/8/16,759,长袖运动衫,16,28.8404,461.4464
SO50684,30029,贵州30029自行车销售有限公司,10-4020-000586,贵州,214,4/30/16,5/12/16,5/13/16,705,冬用手套,18,22.794,410.292
SO50684,30029,贵州30029自行车销售有限公司,10-4020-000586,贵州,214,4/30/16,5/12/16,5/4/16,743,山地自行车,6,1242.8518,7457.1108
SO50685,29577,湖南29577自行车销售有限公司,10-4020-000156,湖南,210,4/30/16,5/12/16,5/5/16,709,公路自行车,13,469.794,6107.322
SO50685,29577,湖南29577自行车销售有限公司,10-4020-000156,湖南,210,4/30/16,5/12/16,5/14/16,713,公路自行车后轮,1,67.539,67.539
SO50685,29577,湖南29577自行车销售有限公司,10-4020-000156,湖南,210,4/30/16,5/12/16,5/11/16,731,帽子,2,5.1865,10.373
SO50685,29577,湖南29577自行车销售有限公司,10-4020-000156,湖南,210,4/30/16,5/12/16,5/13/16,735,女士紧身衣,8,44.994,359.952
SO50685,29577,湖南29577自行车销售有限公司,10-4020-000156,湖南,210,4/30/16,5/12/16,5/9/16,759,长袖运动衫,3,28.8404,86.5212
SO50686,30019,天津30019自行车销售有限公司,10-4020-000322,天津,208,4/30/16,5/12/16,5/6/16,705,冬用手套,12,22.794,273.528
SO50686,30019,天津30019自行车销售有限公司,10-4020-000322,天津,208,4/30/16,5/12/16,5/13/16,743,山地自行车,1,1229.4589,1229.4589
SO50687,29822,北京29822自行车销售有限公司,10-4020-000685,北京,205,4/30/16,5/12/16,5/13/16,705,冬用手套,7,22.794,159.558
SO50687,29822,北京29822自行车销售有限公司,10-4020-000685,北京,205,4/30/16,5/12/16,5/13/16,743,山地自行车,31,1242.8518,38528.4058
SO50687,29822,北京29822自行车销售有限公司,10-4020-000685,北京,205,4/30/16,5/12/16,5/11/16,744,山地自行车车把,3,65.6018,196.8054
SO50687,29822,北京29822自行车销售有限公司,10-4020-000685,北京,205,4/30/16,5/12/16,5/1/16,745,山地自行车车架,9,744.2727,6698.4543
SO50687,29822,北京29822自行车销售有限公司,10-4020-000685,北京,205,4/30/16,5/12/16,5/15/16,748,山地自行车后轮,7,196.329,1374.303
SO50687,29822,北京29822自行车销售有限公司,10-4020-000685,北京,205,4/30/16,5/12/16,5/2/16,750,山地自行车前轮,2,125.415,250.83
SO50688,29793,云南29793自行车销售有限公司,10-4020-000133,云南,214,4/30/16,5/12/16,5/10/16,705,冬用手套,23,22.0342,506.7866
SO50688,29793,云南29793自行车销售有限公司,10-4020-000133,云南,214,4/30/16,5/12/16,5/14/16,708,耳机,15,74.838,1122.57
SO50688,29793,云南29793自行车销售有限公司,10-4020-000133,云南,214,4/30/16,5/12/16,5/4/16,731,帽子,9,5.1865,46.6785
SO50688,29793,云南29793自行车销售有限公司,10-4020-000133,云南,214,4/30/16,5/12/16,5/15/16,732,迷你气筒,6,11.994,71.964
SO50688,29793,云南29793自行车销售有限公司,10-4020-000133,云南,214,4/30/16,5/12/16,5/4/16,733,男士背带短裤,24,53.994,1295.856
SO50688,29793,云南29793自行车销售有限公司,10-4020-000133,云南,214,4/30/16,5/12/16,5/7/16,734,男士运动短裤,14,35.994,503.916
SO50688,29793,云南29793自行车销售有限公司,10-4020-000133,云南,214,4/30/16,5/12/16,5/13/16,735,女士紧身衣,25,44.994,1124.85
SO50688,29793,云南29793自行车销售有限公司,10-4020-000133,云南,214,4/30/16,5/12/16,5/7/16,743,山地自行车,36,1242.8518,44742.6648
SO50688,29793,云南29793自行车销售有限公司,10-4020-000133,云南,214,4/30/16,5/12/16,5/6/16,744,山地自行车车把,12,33.7745,405.294
SO50688,29793,云南29793自行车销售有限公司,10-4020-000133,云南,214,4/30/16,5/12/16,5/10/16,745,山地自行车车架,26,744.2727,19351.0902
SO50688,29793,云南29793自行车销售有限公司,10-4020-000133,云南,214,4/30/16,5/12/16,5/9/16,748,山地自行车后轮,27,179.9683,4859.1441
SO50688,29793,云南29793自行车销售有限公司,10-4020-000133,云南,214,4/30/16,5/12/16,5/10/16,750,山地自行车前轮,3,36.447,109.341
SO50688,29793,云南29793自行车销售有限公司,10-4020-000133,云南,214,4/30/16,5/12/16,5/10/16,756,夏用手套,24,14.1289,339.0936
SO50688,29793,云南29793自行车销售有限公司,10-4020-000133,云南,214,4/30/16,5/12/16,5/12/16,757,线缆锁,5,15,75
SO50688,29793,云南29793自行车销售有限公司,10-4020-000133,云南,214,4/30/16,5/12/16,5/14/16,758,运动头盔,32,20.1865,645.968
SO50688,29793,云南29793自行车销售有限公司,10-4020-000133,云南,214,4/30/16,5/12/16,5/12/16,759,长袖运动衫,25,28.8404,721.01
SO50689,30083,上海30083自行车销售有限公司,10-4020-000461,上海,202,4/30/16,5/12/16,5/15/16,709,公路自行车,51,1466.01,74766.51
SO50689,30083,上海30083自行车销售有限公司,10-4020-000461,上海,202,4/30/16,5/12/16,5/8/16,711,公路自行车车架,15,324.4527,4866.7905
SO50689,30083,上海30083自行车销售有限公司,10-4020-000461,上海,202,4/30/16,5/12/16,5/14/16,713,公路自行车后轮,3,67.539,202.617
SO50689,30083,上海30083自行车销售有限公司,10-4020-000461,上海,202,4/30/16,5/12/16,5/5/16,715,公路自行车前轮,5,198.036,990.18
SO50689,30083,上海30083自行车销售有限公司,10-4020-000461,上海,202,4/30/16,5/12/16,5/11/16,731,帽子,3,5.1865,15.5595
SO50689,30083,上海30083自行车销售有限公司,10-4020-000461,上海,202,4/30/16,5/12/16,5/13/16,732,迷你气筒,3,11.994,35.982
SO50689,30083,上海30083自行车销售有限公司,10-4020-000461,上海,202,4/30/16,5/12/16,5/9/16,733,男士背带短裤,5,53.994,269.97
SO50689,30083,上海30083自行车销售有限公司,10-4020-000461,上海,202,4/30/16,5/12/16,5/9/16,734,男士运动短裤,3,35.994,107.982
SO50689,30083,上海30083自行车销售有限公司,10-4020-000461,上海,202,4/30/16,5/12/16,5/5/16,735,女士紧身衣,6,44.994,269.964
SO50689,30083,上海30083自行车销售有限公司,10-4020-000461,上海,202,4/30/16,5/12/16,5/14/16,756,夏用手套,4,14.1289,56.5156
SO50689,30083,上海30083自行车销售有限公司,10-4020-000461,上海,202,4/30/16,5/12/16,5/12/16,757,线缆锁,1,15,15
SO50689,30083,上海30083自行车销售有限公司,10-4020-000461,上海,202,4/30/16,5/12/16,5/15/16,758,运动头盔,12,20.1865,242.238
SO50689,30083,上海30083自行车销售有限公司,10-4020-000461,上海,202,4/30/16,5/12/16,5/4/16,759,长袖运动衫,9,28.8404,259.5636
SO50690,29600,辽宁29600自行车销售有限公司,10-4020-000395,辽宁,207,4/30/16,5/12/16,5/1/16,743,山地自行车,2,1229.4589,2458.9178
SO50691,29833,上海29833自行车销售有限公司,10-4020-000651,上海,202,4/30/16,5/12/16,5/14/16,711,公路自行车车架,1,183.9382,183.9382
